20000
1,outside,Room Description,
SOUTH,1149,South Descripton
EAST,950,East Description
WEST,948,West Description
950,outside,Room Description,
NORTH,950,North Discription
SOUTH,1150,South Descripton
EAST,951,East Description
WEST,949,West Description
951,outside,Room Description,
NORTH,951,North Discription
SOUTH,1151,South Descripton
EAST,952,East Description
WEST,950,West Description
952,outside,Room Description,
NORTH,952,North Discription
SOUTH,1152,South Descripton
EAST,953,East Description
WEST,951,West Description
953,outside,Room Description,
NORTH,953,North Discription
SOUTH,1153,South Descripton
EAST,954,East Description
WEST,952,West Description
954,outside,Room Description,
NORTH,954,North Discription
SOUTH,1154,South Descripton
EAST,955,East Description
WEST,953,West Description
955,outside,Room Description,
NORTH,955,North Discription
SOUTH,1155,South Descripton
EAST,956,East Description
WEST,954,West Description
956,outside,Room Description,
NORTH,956,North Discription
SOUTH,1156,South Descripton
EAST,957,East Description
WEST,955,West Description
957,outside,Room Description,
NORTH,957,North Discription
SOUTH,1157,South Descripton
EAST,958,East Description
WEST,956,West Description
958,outside,Room Description,
NORTH,958,North Discription
SOUTH,1158,South Descripton
EAST,959,East Description
WEST,957,West Description
959,outside,Room Description,
NORTH,959,North Discription
SOUTH,1159,South Descripton
EAST,960,East Description
WEST,958,West Description
960,outside,Room Description,
NORTH,960,North Discription
SOUTH,1160,South Descripton
EAST,961,East Description
WEST,959,West Description
961,outside,Room Description,
NORTH,961,North Discription
SOUTH,1161,South Descripton
EAST,962,East Description
WEST,960,West Description
962,outside,Room Description,
NORTH,962,North Discription
SOUTH,1162,South Descripton
EAST,963,East Description
WEST,961,West Description
963,outside,Room Description,
NORTH,963,North Discription
SOUTH,1163,South Descripton
EAST,964,East Description
WEST,962,West Description
964,outside,Room Description,
NORTH,964,North Discription
SOUTH,1164,South Descripton
EAST,965,East Description
WEST,963,West Description
965,outside,Room Description,
NORTH,965,North Discription
SOUTH,1165,South Descripton
EAST,966,East Description
WEST,964,West Description
966,outside,Room Description,
NORTH,966,North Discription
SOUTH,1166,South Descripton
EAST,967,East Description
WEST,965,West Description
967,outside,Room Description,
NORTH,967,North Discription
SOUTH,1167,South Descripton
EAST,968,East Description
WEST,966,West Description
968,outside,Room Description,
NORTH,968,North Discription
SOUTH,1168,South Descripton
EAST,969,East Description
WEST,967,West Description
969,outside,Room Description,
NORTH,969,North Discription
SOUTH,1169,South Descripton
EAST,970,East Description
WEST,968,West Description
970,outside,Room Description,
NORTH,970,North Discription
SOUTH,1170,South Descripton
EAST,971,East Description
WEST,969,West Description
971,outside,Room Description,
NORTH,971,North Discription
SOUTH,1171,South Descripton
EAST,972,East Description
WEST,970,West Description
972,outside,Room Description,
NORTH,972,North Discription
SOUTH,1172,South Descripton
EAST,973,East Description
WEST,971,West Description
973,outside,Room Description,
NORTH,973,North Discription
SOUTH,1173,South Descripton
EAST,974,East Description
WEST,972,West Description
974,outside,Room Description,
NORTH,974,North Discription
SOUTH,1174,South Descripton
EAST,975,East Description
WEST,973,West Description
975,outside,Room Description,
NORTH,975,North Discription
SOUTH,1175,South Descripton
EAST,976,East Description
WEST,974,West Description
976,outside,Room Description,
NORTH,976,North Discription
SOUTH,1176,South Descripton
EAST,977,East Description
WEST,975,West Description
977,outside,Room Description,
NORTH,977,North Discription
SOUTH,1177,South Descripton
EAST,978,East Description
WEST,976,West Description
978,outside,Room Description,
NORTH,978,North Discription
SOUTH,1178,South Descripton
EAST,979,East Description
WEST,977,West Description
979,outside,Room Description,
NORTH,979,North Discription
SOUTH,1179,South Descripton
EAST,980,East Description
WEST,978,West Description
980,outside,Room Description,
NORTH,980,North Discription
SOUTH,1180,South Descripton
EAST,981,East Description
WEST,979,West Description
981,outside,Room Description,
NORTH,981,North Discription
SOUTH,1181,South Descripton
EAST,982,East Description
WEST,980,West Description
982,outside,Room Description,
NORTH,982,North Discription
SOUTH,1182,South Descripton
EAST,983,East Description
WEST,981,West Description
983,outside,Room Description,
NORTH,983,North Discription
SOUTH,1183,South Descripton
EAST,984,East Description
WEST,982,West Description
984,outside,Room Description,
NORTH,984,North Discription
SOUTH,1184,South Descripton
EAST,985,East Description
WEST,983,West Description
985,outside,Room Description,
NORTH,985,North Discription
SOUTH,1185,South Descripton
EAST,986,East Description
WEST,984,West Description
986,outside,Room Description,
NORTH,986,North Discription
SOUTH,1186,South Descripton
EAST,987,East Description
WEST,985,West Description
987,outside,Room Description,
NORTH,987,North Discription
SOUTH,1187,South Descripton
EAST,988,East Description
WEST,986,West Description
988,outside,Room Description,
NORTH,988,North Discription
SOUTH,1188,South Descripton
EAST,989,East Description
WEST,987,West Description
989,outside,Room Description,
NORTH,989,North Discription
SOUTH,1189,South Descripton
EAST,990,East Description
WEST,988,West Description
990,outside,Room Description,
NORTH,990,North Discription
SOUTH,1190,South Descripton
EAST,991,East Description
WEST,989,West Description
991,outside,Room Description,
NORTH,991,North Discription
SOUTH,1191,South Descripton
EAST,992,East Description
WEST,990,West Description
992,outside,Room Description,
NORTH,992,North Discription
SOUTH,1192,South Descripton
EAST,993,East Description
WEST,991,West Description
993,outside,Room Description,
NORTH,993,North Discription
SOUTH,1193,South Descripton
EAST,994,East Description
WEST,992,West Description
994,outside,Room Description,
NORTH,994,North Discription
SOUTH,1194,South Descripton
EAST,995,East Description
WEST,993,West Description
995,outside,Room Description,
NORTH,995,North Discription
SOUTH,1195,South Descripton
EAST,996,East Description
WEST,994,West Description
996,outside,Room Description,
NORTH,996,North Discription
SOUTH,1196,South Descripton
EAST,997,East Description
WEST,995,West Description
997,outside,Room Description,
NORTH,997,North Discription
SOUTH,1197,South Descripton
EAST,998,East Description
WEST,996,West Description
998,outside,Room Description,
NORTH,998,North Discription
SOUTH,1198,South Descripton
EAST,999,East Description
WEST,997,West Description
999,outside,Room Description,
NORTH,999,North Discription
SOUTH,1199,South Descripton
EAST,1000,East Description
WEST,998,West Description
1000,outside,Room Description,
NORTH,1000,North Discription
SOUTH,1200,South Descripton
EAST,0,East Description
WEST,999,West Description
1001,outside,Room Description,
NORTH,1001,North Discription
SOUTH,1201,South Descripton
EAST,1002,East Description
WEST,0,West Description
1002,outside,Room Description,
NORTH,1002,North Discription
SOUTH,1202,South Descripton
EAST,1003,East Description
WEST,1001,West Description
1003,outside,Room Description,
NORTH,1003,North Discription
SOUTH,1203,South Descripton
EAST,1004,East Description
WEST,1002,West Description
1004,outside,Room Description,
NORTH,1004,North Discription
SOUTH,1204,South Descripton
EAST,1005,East Description
WEST,1003,West Description
1005,outside,Room Description,
NORTH,1005,North Discription
SOUTH,1205,South Descripton
EAST,1006,East Description
WEST,1004,West Description
1006,outside,Room Description,
NORTH,1006,North Discription
SOUTH,1206,South Descripton
EAST,1007,East Description
WEST,1005,West Description
1007,outside,Room Description,
NORTH,1007,North Discription
SOUTH,1207,South Descripton
EAST,1008,East Description
WEST,1006,West Description
1008,outside,Room Description,
NORTH,1008,North Discription
SOUTH,1208,South Descripton
EAST,1009,East Description
WEST,1007,West Description
1009,outside,Room Description,
NORTH,1009,North Discription
SOUTH,1209,South Descripton
EAST,1010,East Description
WEST,1008,West Description
1010,outside,Room Description,
NORTH,1010,North Discription
SOUTH,1210,South Descripton
EAST,1011,East Description
WEST,1009,West Description
1011,outside,Room Description,
NORTH,1011,North Discription
SOUTH,1211,South Descripton
EAST,1012,East Description
WEST,1010,West Description
1012,outside,Room Description,
NORTH,1012,North Discription
SOUTH,1212,South Descripton
EAST,1013,East Description
WEST,1011,West Description
1013,outside,Room Description,
NORTH,1013,North Discription
SOUTH,1213,South Descripton
EAST,1014,East Description
WEST,1012,West Description
1014,outside,Room Description,
NORTH,1014,North Discription
SOUTH,1214,South Descripton
EAST,1015,East Description
WEST,1013,West Description
1015,outside,Room Description,
NORTH,1015,North Discription
SOUTH,1215,South Descripton
EAST,1016,East Description
WEST,1014,West Description
1016,outside,Room Description,
NORTH,1016,North Discription
SOUTH,1216,South Descripton
EAST,1017,East Description
WEST,1015,West Description
1017,outside,Room Description,
NORTH,1017,North Discription
SOUTH,1217,South Descripton
EAST,1018,East Description
WEST,1016,West Description
1018,outside,Room Description,
NORTH,1018,North Discription
SOUTH,1218,South Descripton
EAST,1019,East Description
WEST,1017,West Description
1019,outside,Room Description,
NORTH,1019,North Discription
SOUTH,1219,South Descripton
EAST,1020,East Description
WEST,1018,West Description
1020,outside,Room Description,
NORTH,1020,North Discription
SOUTH,1220,South Descripton
EAST,1021,East Description
WEST,1019,West Description
1021,outside,Room Description,
NORTH,1021,North Discription
SOUTH,1221,South Descripton
EAST,1022,East Description
WEST,1020,West Description
1022,outside,Room Description,
NORTH,1022,North Discription
SOUTH,1222,South Descripton
EAST,1023,East Description
WEST,1021,West Description
1023,outside,Room Description,
NORTH,1023,North Discription
SOUTH,1223,South Descripton
EAST,1024,East Description
WEST,1022,West Description
1024,outside,Room Description,
NORTH,1024,North Discription
SOUTH,1224,South Descripton
EAST,1025,East Description
WEST,1023,West Description
1025,outside,Room Description,
NORTH,1025,North Discription
SOUTH,1225,South Descripton
EAST,1026,East Description
WEST,1024,West Description
1026,outside,Room Description,
NORTH,1026,North Discription
SOUTH,1226,South Descripton
EAST,1027,East Description
WEST,1025,West Description
1027,outside,Room Description,
NORTH,1027,North Discription
SOUTH,1227,South Descripton
EAST,1028,East Description
WEST,1026,West Description
1028,outside,Room Description,
NORTH,1028,North Discription
SOUTH,1228,South Descripton
EAST,1029,East Description
WEST,1027,West Description
1029,outside,Room Description,
NORTH,1029,North Discription
SOUTH,1229,South Descripton
EAST,1030,East Description
WEST,1028,West Description
1030,outside,Room Description,
NORTH,1030,North Discription
SOUTH,1230,South Descripton
EAST,1031,East Description
WEST,1029,West Description
1031,outside,Room Description,
NORTH,1031,North Discription
SOUTH,1231,South Descripton
EAST,1032,East Description
WEST,1030,West Description
1032,outside,Room Description,
NORTH,1032,North Discription
SOUTH,1232,South Descripton
EAST,1033,East Description
WEST,1031,West Description
1033,outside,Room Description,
NORTH,1033,North Discription
SOUTH,1233,South Descripton
EAST,1034,East Description
WEST,1032,West Description
1034,outside,Room Description,
NORTH,1034,North Discription
SOUTH,1234,South Descripton
EAST,1035,East Description
WEST,1033,West Description
1035,outside,Room Description,
NORTH,1035,North Discription
SOUTH,1235,South Descripton
EAST,1036,East Description
WEST,1034,West Description
1036,outside,Room Description,
NORTH,1036,North Discription
SOUTH,1236,South Descripton
EAST,1037,East Description
WEST,1035,West Description
1037,outside,Room Description,
NORTH,1037,North Discription
SOUTH,1237,South Descripton
EAST,1038,East Description
WEST,1036,West Description
1038,outside,Room Description,
NORTH,1038,North Discription
SOUTH,1238,South Descripton
EAST,1039,East Description
WEST,1037,West Description
1039,outside,Room Description,
NORTH,1039,North Discription
SOUTH,1239,South Descripton
EAST,1040,East Description
WEST,1038,West Description
1040,outside,Room Description,
NORTH,1040,North Discription
SOUTH,1240,South Descripton
EAST,1041,East Description
WEST,1039,West Description
1041,outside,Room Description,
NORTH,1041,North Discription
SOUTH,1241,South Descripton
EAST,1042,East Description
WEST,1040,West Description
1042,outside,Room Description,
NORTH,1042,North Discription
SOUTH,1242,South Descripton
EAST,1043,East Description
WEST,1041,West Description
1043,outside,Room Description,
NORTH,1043,North Discription
SOUTH,1243,South Descripton
EAST,1044,East Description
WEST,1042,West Description
1044,outside,Room Description,
NORTH,1044,North Discription
SOUTH,1244,South Descripton
EAST,1045,East Description
WEST,1043,West Description
1045,outside,Room Description,
NORTH,1045,North Discription
SOUTH,1245,South Descripton
EAST,1046,East Description
WEST,1044,West Description
1046,outside,Room Description,
NORTH,1046,North Discription
SOUTH,1246,South Descripton
EAST,1047,East Description
WEST,1045,West Description
1047,outside,Room Description,
NORTH,1047,North Discription
SOUTH,1247,South Descripton
EAST,1048,East Description
WEST,1046,West Description
1048,outside,Room Description,
NORTH,1048,North Discription
SOUTH,1248,South Descripton
EAST,1049,East Description
WEST,1047,West Description
1049,outside,Room Description,
NORTH,1049,North Discription
SOUTH,1249,South Descripton
EAST,1050,East Description
WEST,1048,West Description
1050,outside,Room Description,
NORTH,1050,North Discription
SOUTH,1250,South Descripton
EAST,1051,East Description
WEST,1049,West Description
1051,outside,Room Description,
NORTH,1051,North Discription
SOUTH,1251,South Descripton
EAST,1052,East Description
WEST,1050,West Description
1052,outside,Room Description,
NORTH,1052,North Discription
SOUTH,1252,South Descripton
EAST,1053,East Description
WEST,1051,West Description
1053,outside,Room Description,
NORTH,1053,North Discription
SOUTH,1253,South Descripton
EAST,1054,East Description
WEST,1052,West Description
1054,outside,Room Description,
NORTH,1054,North Discription
SOUTH,1254,South Descripton
EAST,1055,East Description
WEST,1053,West Description
1055,outside,Room Description,
NORTH,1055,North Discription
SOUTH,1255,South Descripton
EAST,1056,East Description
WEST,1054,West Description
1056,outside,Room Description,
NORTH,1056,North Discription
SOUTH,1256,South Descripton
EAST,1057,East Description
WEST,1055,West Description
1057,outside,Room Description,
NORTH,1057,North Discription
SOUTH,1257,South Descripton
EAST,1058,East Description
WEST,1056,West Description
1058,outside,Room Description,
NORTH,1058,North Discription
SOUTH,1258,South Descripton
EAST,1059,East Description
WEST,1057,West Description
1059,outside,Room Description,
NORTH,1059,North Discription
SOUTH,1259,South Descripton
EAST,1060,East Description
WEST,1058,West Description
1060,outside,Room Description,
NORTH,1060,North Discription
SOUTH,1260,South Descripton
EAST,1061,East Description
WEST,1059,West Description
1061,outside,Room Description,
NORTH,1061,North Discription
SOUTH,1261,South Descripton
EAST,1062,East Description
WEST,1060,West Description
1062,outside,Room Description,
NORTH,1062,North Discription
SOUTH,1262,South Descripton
EAST,1063,East Description
WEST,1061,West Description
1063,outside,Room Description,
NORTH,1063,North Discription
SOUTH,1263,South Descripton
EAST,1064,East Description
WEST,1062,West Description
1064,outside,Room Description,
NORTH,1064,North Discription
SOUTH,1264,South Descripton
EAST,1065,East Description
WEST,1063,West Description
1065,outside,Room Description,
NORTH,1065,North Discription
SOUTH,1265,South Descripton
EAST,1066,East Description
WEST,1064,West Description
1066,outside,Room Description,
NORTH,1066,North Discription
SOUTH,1266,South Descripton
EAST,1067,East Description
WEST,1065,West Description
1067,outside,Room Description,
NORTH,1067,North Discription
SOUTH,1267,South Descripton
EAST,1068,East Description
WEST,1066,West Description
1068,outside,Room Description,
NORTH,1068,North Discription
SOUTH,1268,South Descripton
EAST,1069,East Description
WEST,1067,West Description
1069,outside,Room Description,
NORTH,1069,North Discription
SOUTH,1269,South Descripton
EAST,1070,East Description
WEST,1068,West Description
1070,outside,Room Description,
NORTH,1070,North Discription
SOUTH,1270,South Descripton
EAST,1071,East Description
WEST,1069,West Description
1071,outside,Room Description,
NORTH,1071,North Discription
SOUTH,1271,South Descripton
EAST,1072,East Description
WEST,1070,West Description
1072,outside,Room Description,
NORTH,1072,North Discription
SOUTH,1272,South Descripton
EAST,1073,East Description
WEST,1071,West Description
1073,outside,Room Description,
NORTH,1073,North Discription
SOUTH,1273,South Descripton
EAST,1074,East Description
WEST,1072,West Description
1074,outside,Room Description,
NORTH,1074,North Discription
SOUTH,1274,South Descripton
EAST,1075,East Description
WEST,1073,West Description
1075,outside,Room Description,
NORTH,1075,North Discription
SOUTH,1275,South Descripton
EAST,1076,East Description
WEST,1074,West Description
1076,outside,Room Description,
NORTH,1076,North Discription
SOUTH,1276,South Descripton
EAST,1077,East Description
WEST,1075,West Description
1077,outside,Room Description,
NORTH,1077,North Discription
SOUTH,1277,South Descripton
EAST,1078,East Description
WEST,1076,West Description
1078,outside,Room Description,
NORTH,1078,North Discription
SOUTH,1278,South Descripton
EAST,1079,East Description
WEST,1077,West Description
1079,outside,Room Description,
NORTH,1079,North Discription
SOUTH,1279,South Descripton
EAST,1080,East Description
WEST,1078,West Description
1080,outside,Room Description,
NORTH,1080,North Discription
SOUTH,1280,South Descripton
EAST,1081,East Description
WEST,1079,West Description
1081,outside,Room Description,
NORTH,1081,North Discription
SOUTH,1281,South Descripton
EAST,1082,East Description
WEST,1080,West Description
1082,outside,Room Description,
NORTH,1082,North Discription
SOUTH,1282,South Descripton
EAST,1083,East Description
WEST,1081,West Description
1083,outside,Room Description,
NORTH,1083,North Discription
SOUTH,1283,South Descripton
EAST,1084,East Description
WEST,1082,West Description
1084,outside,Room Description,
NORTH,1084,North Discription
SOUTH,1284,South Descripton
EAST,1085,East Description
WEST,1083,West Description
1085,outside,Room Description,
NORTH,1085,North Discription
SOUTH,1285,South Descripton
EAST,1086,East Description
WEST,1084,West Description
1086,outside,Room Description,
NORTH,1086,North Discription
SOUTH,1286,South Descripton
EAST,1087,East Description
WEST,1085,West Description
1087,outside,Room Description,
NORTH,1087,North Discription
SOUTH,1287,South Descripton
EAST,1088,East Description
WEST,1086,West Description
1088,outside,Room Description,
NORTH,1088,North Discription
SOUTH,1288,South Descripton
EAST,1089,East Description
WEST,1087,West Description
1089,outside,Room Description,
NORTH,1089,North Discription
SOUTH,1289,South Descripton
EAST,1090,East Description
WEST,1088,West Description
1090,outside,Room Description,
NORTH,1090,North Discription
SOUTH,1290,South Descripton
EAST,1091,East Description
WEST,1089,West Description
1091,outside,Room Description,
NORTH,1091,North Discription
SOUTH,1291,South Descripton
EAST,1092,East Description
WEST,1090,West Description
1092,outside,Room Description,
NORTH,1092,North Discription
SOUTH,1292,South Descripton
EAST,1093,East Description
WEST,1091,West Description
1093,outside,Room Description,
NORTH,1093,North Discription
SOUTH,1293,South Descripton
EAST,1094,East Description
WEST,1092,West Description
1094,outside,Room Description,
NORTH,1094,North Discription
SOUTH,1294,South Descripton
EAST,1095,East Description
WEST,1093,West Description
1095,outside,Room Description,
NORTH,1095,North Discription
SOUTH,1295,South Descripton
EAST,1096,East Description
WEST,1094,West Description
1096,outside,Room Description,
NORTH,1096,North Discription
SOUTH,1296,South Descripton
EAST,1097,East Description
WEST,1095,West Description
1097,outside,Room Description,
NORTH,1097,North Discription
SOUTH,1297,South Descripton
EAST,1098,East Description
WEST,1096,West Description
1098,outside,Room Description,
NORTH,1098,North Discription
SOUTH,1298,South Descripton
EAST,1099,East Description
WEST,1097,West Description
1099,outside,Room Description,
NORTH,1099,North Discription
SOUTH,1299,South Descripton
EAST,1100,East Description
WEST,1098,West Description
1100,outside,Room Description,
NORTH,1100,North Discription
SOUTH,1300,South Descripton
EAST,1101,East Description
WEST,1099,West Description
1101,outside,Room Description,
NORTH,1101,North Discription
SOUTH,1301,South Descripton
EAST,1102,East Description
WEST,1100,West Description
1102,outside,Room Description,
NORTH,1102,North Discription
SOUTH,1302,South Descripton
EAST,1103,East Description
WEST,1101,West Description
1103,outside,Room Description,
NORTH,1103,North Discription
SOUTH,1303,South Descripton
EAST,1104,East Description
WEST,1102,West Description
1104,outside,Room Description,
NORTH,1104,North Discription
SOUTH,1304,South Descripton
EAST,1105,East Description
WEST,1103,West Description
1105,outside,Room Description,
NORTH,1105,North Discription
SOUTH,1305,South Descripton
EAST,1106,East Description
WEST,1104,West Description
1106,outside,Room Description,
NORTH,1106,North Discription
SOUTH,1306,South Descripton
EAST,1107,East Description
WEST,1105,West Description
1107,outside,Room Description,
NORTH,1107,North Discription
SOUTH,1307,South Descripton
EAST,1108,East Description
WEST,1106,West Description
1108,outside,Room Description,
NORTH,1108,North Discription
SOUTH,1308,South Descripton
EAST,1109,East Description
WEST,1107,West Description
1109,outside,Room Description,
NORTH,1109,North Discription
SOUTH,1309,South Descripton
EAST,1110,East Description
WEST,1108,West Description
1110,outside,Room Description,
NORTH,1110,North Discription
SOUTH,1310,South Descripton
EAST,1111,East Description
WEST,1109,West Description
1111,outside,Room Description,
NORTH,1111,North Discription
SOUTH,1311,South Descripton
EAST,1112,East Description
WEST,1110,West Description
1112,outside,Room Description,
NORTH,1112,North Discription
SOUTH,1312,South Descripton
EAST,1113,East Description
WEST,1111,West Description
1113,outside,Room Description,
NORTH,1113,North Discription
SOUTH,1313,South Descripton
EAST,1114,East Description
WEST,1112,West Description
1114,outside,Room Description,
NORTH,1114,North Discription
SOUTH,1314,South Descripton
EAST,1115,East Description
WEST,1113,West Description
1115,outside,Room Description,
NORTH,1115,North Discription
SOUTH,1315,South Descripton
EAST,1116,East Description
WEST,1114,West Description
1116,outside,Room Description,
NORTH,1116,North Discription
SOUTH,1316,South Descripton
EAST,1117,East Description
WEST,1115,West Description
1117,outside,Room Description,
NORTH,1117,North Discription
SOUTH,1317,South Descripton
EAST,1118,East Description
WEST,1116,West Description
1118,outside,Room Description,
NORTH,1118,North Discription
SOUTH,1318,South Descripton
EAST,1119,East Description
WEST,1117,West Description
1119,outside,Room Description,
NORTH,1119,North Discription
SOUTH,1319,South Descripton
EAST,1120,East Description
WEST,1118,West Description
1120,outside,Room Description,
NORTH,1120,North Discription
SOUTH,1320,South Descripton
EAST,1121,East Description
WEST,1119,West Description
1121,outside,Room Description,
NORTH,1121,North Discription
SOUTH,1321,South Descripton
EAST,1122,East Description
WEST,1120,West Description
1122,outside,Room Description,
NORTH,1122,North Discription
SOUTH,1322,South Descripton
EAST,1123,East Description
WEST,1121,West Description
1123,outside,Room Description,
NORTH,1123,North Discription
SOUTH,1323,South Descripton
EAST,1124,East Description
WEST,1122,West Description
1124,outside,Room Description,
NORTH,1124,North Discription
SOUTH,1324,South Descripton
EAST,1125,East Description
WEST,1123,West Description
1125,outside,Room Description,
NORTH,1125,North Discription
SOUTH,1325,South Descripton
EAST,1126,East Description
WEST,1124,West Description
1126,outside,Room Description,
NORTH,1126,North Discription
SOUTH,1326,South Descripton
EAST,1127,East Description
WEST,1125,West Description
1127,outside,Room Description,
NORTH,1127,North Discription
SOUTH,1327,South Descripton
EAST,1128,East Description
WEST,1126,West Description
1128,outside,Room Description,
NORTH,1128,North Discription
SOUTH,1328,South Descripton
EAST,1129,East Description
WEST,1127,West Description
1129,outside,Room Description,
NORTH,1129,North Discription
SOUTH,1329,South Descripton
EAST,1130,East Description
WEST,1128,West Description
1130,outside,Room Description,
NORTH,1130,North Discription
SOUTH,1330,South Descripton
EAST,1131,East Description
WEST,1129,West Description
1131,outside,Room Description,
NORTH,1131,North Discription
SOUTH,1331,South Descripton
EAST,1132,East Description
WEST,1130,West Description
1132,outside,Room Description,
NORTH,1132,North Discription
SOUTH,1332,South Descripton
EAST,1133,East Description
WEST,1131,West Description
1133,outside,Room Description,
NORTH,1133,North Discription
SOUTH,1333,South Descripton
EAST,1134,East Description
WEST,1132,West Description
1134,outside,Room Description,
NORTH,1134,North Discription
SOUTH,1334,South Descripton
EAST,1135,East Description
WEST,1133,West Description
1135,outside,Room Description,
NORTH,1135,North Discription
SOUTH,1335,South Descripton
EAST,1136,East Description
WEST,1134,West Description
1136,outside,Room Description,
NORTH,1136,North Discription
SOUTH,1336,South Descripton
EAST,1137,East Description
WEST,1135,West Description
1137,outside,Room Description,
NORTH,1137,North Discription
SOUTH,1337,South Descripton
EAST,1138,East Description
WEST,1136,West Description
1138,outside,Room Description,
NORTH,1138,North Discription
SOUTH,1338,South Descripton
EAST,1139,East Description
WEST,1137,West Description
1139,outside,Room Description,
NORTH,1139,North Discription
SOUTH,1339,South Descripton
EAST,1140,East Description
WEST,1138,West Description
1140,outside,Room Description,
NORTH,1140,North Discription
SOUTH,1340,South Descripton
EAST,1141,East Description
WEST,1139,West Description
1141,outside,Room Description,
NORTH,1141,North Discription
SOUTH,1341,South Descripton
EAST,1142,East Description
WEST,1140,West Description
1142,outside,Room Description,
NORTH,1142,North Discription
SOUTH,1342,South Descripton
EAST,1143,East Description
WEST,1141,West Description
1143,outside,Room Description,
NORTH,1143,North Discription
SOUTH,1343,South Descripton
EAST,1144,East Description
WEST,1142,West Description
1144,outside,Room Description,
NORTH,1144,North Discription
SOUTH,1344,South Descripton
EAST,1145,East Description
WEST,1143,West Description
1145,outside,Room Description,
NORTH,1145,North Discription
SOUTH,1345,South Descripton
EAST,1146,East Description
WEST,1144,West Description
1146,outside,Room Description,
NORTH,1146,North Discription
SOUTH,1346,South Descripton
EAST,1147,East Description
WEST,1145,West Description
1147,outside,Room Description,
NORTH,1147,North Discription
SOUTH,1347,South Descripton
EAST,1148,East Description
WEST,1146,West Description
1148,outside,Room Description,
NORTH,1148,North Discription
SOUTH,1348,South Descripton
EAST,1149,East Description
WEST,1147,West Description
1149,outside,Room Description,
NORTH,1149,North Discription
SOUTH,1349,South Descripton
EAST,1150,East Description
WEST,1148,West Description
1150,outside,Room Description,
NORTH,1150,North Discription
SOUTH,1350,South Descripton
EAST,1151,East Description
WEST,1149,West Description
1151,outside,Room Description,
NORTH,1151,North Discription
SOUTH,1351,South Descripton
EAST,1152,East Description
WEST,1150,West Description
1152,outside,Room Description,
NORTH,1152,North Discription
SOUTH,1352,South Descripton
EAST,1153,East Description
WEST,1151,West Description
1153,outside,Room Description,
NORTH,1153,North Discription
SOUTH,1353,South Descripton
EAST,1154,East Description
WEST,1152,West Description
1154,outside,Room Description,
NORTH,1154,North Discription
SOUTH,1354,South Descripton
EAST,1155,East Description
WEST,1153,West Description
1155,outside,Room Description,
NORTH,1155,North Discription
SOUTH,1355,South Descripton
EAST,1156,East Description
WEST,1154,West Description
1156,outside,Room Description,
NORTH,1156,North Discription
SOUTH,1356,South Descripton
EAST,1157,East Description
WEST,1155,West Description
1157,outside,Room Description,
NORTH,1157,North Discription
SOUTH,1357,South Descripton
EAST,1158,East Description
WEST,1156,West Description
1158,outside,Room Description,
NORTH,1158,North Discription
SOUTH,1358,South Descripton
EAST,1159,East Description
WEST,1157,West Description
1159,outside,Room Description,
NORTH,1159,North Discription
SOUTH,1359,South Descripton
EAST,1160,East Description
WEST,1158,West Description
1160,outside,Room Description,
NORTH,1160,North Discription
SOUTH,1360,South Descripton
EAST,1161,East Description
WEST,1159,West Description
1161,outside,Room Description,
NORTH,1161,North Discription
SOUTH,1361,South Descripton
EAST,1162,East Description
WEST,1160,West Description
1162,outside,Room Description,
NORTH,1162,North Discription
SOUTH,1362,South Descripton
EAST,1163,East Description
WEST,1161,West Description
1163,outside,Room Description,
NORTH,1163,North Discription
SOUTH,1363,South Descripton
EAST,1164,East Description
WEST,1162,West Description
1164,outside,Room Description,
NORTH,1164,North Discription
SOUTH,1364,South Descripton
EAST,1165,East Description
WEST,1163,West Description
1165,outside,Room Description,
NORTH,1165,North Discription
SOUTH,1365,South Descripton
EAST,1166,East Description
WEST,1164,West Description
1166,outside,Room Description,
NORTH,1166,North Discription
SOUTH,1366,South Descripton
EAST,1167,East Description
WEST,1165,West Description
1167,outside,Room Description,
NORTH,1167,North Discription
SOUTH,1367,South Descripton
EAST,1168,East Description
WEST,1166,West Description
1168,outside,Room Description,
NORTH,1168,North Discription
SOUTH,1368,South Descripton
EAST,1169,East Description
WEST,1167,West Description
1169,outside,Room Description,
NORTH,1169,North Discription
SOUTH,1369,South Descripton
EAST,1170,East Description
WEST,1168,West Description
1170,outside,Room Description,
NORTH,1170,North Discription
SOUTH,1370,South Descripton
EAST,1171,East Description
WEST,1169,West Description
1171,outside,Room Description,
NORTH,1171,North Discription
SOUTH,1371,South Descripton
EAST,1172,East Description
WEST,1170,West Description
1172,outside,Room Description,
NORTH,1172,North Discription
SOUTH,1372,South Descripton
EAST,1173,East Description
WEST,1171,West Description
1173,outside,Room Description,
NORTH,1173,North Discription
SOUTH,1373,South Descripton
EAST,1174,East Description
WEST,1172,West Description
1174,outside,Room Description,
NORTH,1174,North Discription
SOUTH,1374,South Descripton
EAST,1175,East Description
WEST,1173,West Description
1175,outside,Room Description,
NORTH,1175,North Discription
SOUTH,1375,South Descripton
EAST,1176,East Description
WEST,1174,West Description
1176,outside,Room Description,
NORTH,1176,North Discription
SOUTH,1376,South Descripton
EAST,1177,East Description
WEST,1175,West Description
1177,outside,Room Description,
NORTH,1177,North Discription
SOUTH,1377,South Descripton
EAST,1178,East Description
WEST,1176,West Description
1178,outside,Room Description,
